id,system,user,intent
667,,I would like to watch a movie.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}"
668,Would you like to reserve that car,"yes, I'd like to rent a vehicle","Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
669,Their phone is +61 2 9680 3800.,"That's good, I want to book it.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}"
670,You have 2 attractions that might be to your taste. What do you think of Sacramento Zoo which is a Nature Preserve?,That is excellent. Book me a cab to the place.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {'destination': '[CLS]'}"
671,What kind of events do you like? You can say Music or Sports or anything else.,I am looking for music events.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}"
672,There's the Aloft Philadelphia Airport. It has just 2 stars too.,Sounds good. I'll want to but the tickets to the event you found me?,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Aloft Philadelphia Airport'}"
673,I sure can! What city do you want to eat in and what time? Or did you already have a restaurant in mind?,Brixx Pizzeria in Petaluma is the place. It's a group of four people at 11 am.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '4', 'city': 'Petaluma', 'restaurant_name': 'Brixx Pizzeria', 'time': '11 am'}"
674,"Alright, your cab is booked an on the way!",Thanks a lot! That's all I need for now.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}"
675,I found an Alaska Airlines flight with 0 stops leaving at 1:35 pm for $168.,What is the arrival time? Which airport does the flight depart from?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}"
676,Do you prefer American or Chinese food?,I want some Persian food,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Persian'}"
677,,Can you find me a flight?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}"
678,,I need to find flights for the 6th of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'return_date': '6th of this month'}"
679,How else may I help you?,"No, I'm good.","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}"
680,What's the name of the event you want to attend?,I want to see Celine Dion.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'event_name': 'Celine Dion'}"
681,When do you want to leave?,On the 6th.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'the 6th'}"
682,Confirming 2 rooms for 3 days on March 9th at Best Western Plus Sutter House in Sacramento.,"Correct, thank you.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
683,Reservation is confirmed.,Thanks a lot for your immense help. Will you find a room in a hotel there?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
684,"There are 2 meeting your criteria out of which I recommend Breakers At Bayport located at 459 Neptune Gardens Avenue, having 3 bedrooms and 2 bathrooms as requested at $3,600 per month.",Can you please find me another one!,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}"
685,There are 5 cars that might interest you. There is a standard Camry car for pick up on March 7th at SMF International Airport.,Can you find me it's total cost?,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: total_price
Slot values: {}"
686,Please confirm: a 10:30 am appointment at 17 jewels salon on march 8th.,"Correct, what's their contact number?","Service name: Services_1
Active intent: BookAppointment
Requested slots: phone_number
Slot values: {}"
687,Let's confirm the details: You need 3 Economy tickets for the bus departing Fresno and bound for San Diego on March 11th at 6:50 am.,Yes that's perfect.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
688,The genre is pop. It was released in 2016. Enjoy the song.,I also want to transfer money.,"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {}"
689,Your tickets are booked and the event starts at 7:30 pm.,Can you find me a rental car?,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_city': '[CLS]'}"
690,It is 415-600-3800,Thanks! Can you order me a cab to do there? I would like a Luxury ride for 4 people,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': '[CLS]'}"
691,Your reservation is successfully made and confirmed.,That will be all. Thank you.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
692,Sky Vs Fever will also be on March 7th at Wintrust Arena.,"Ok, do I have free time then?","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '[CLS]'}"
693,The onward flight lands at 4:29 pm and the flight returns at 1:24 am.,That return flight is too early. Is there anything else? I would need economy tickets for 2.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '2', 'seating_class': 'Economy'}"
694,Can I help with anything else?,"No, that is all thank you.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}"
695,"How about Daniel Sullivan, located in the city of Santa Rosa?","Yes, this is what I would like. Please book me then.","Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'dentist_name': 'Daniel Sullivan'}"
696,The game will begin at 7 pm.,What is the address for the venue?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: venue_address
Slot values: {}"
697,Do you want to buy tickets?,Not right now thanks.,"Service name: Movies_1
Active intent: 
Requested slots: 
Slot values: {}"
698,Booking is confirmed.,Thank you!,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}"
699,Do you need something else?,"You're done for now, my friend.","Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}"
700,Okay so you would like a Pool ride to Vancouver Art Gallery for 3 people.,That's correct. How much will the ride cost.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}"
701,Please confirm you are picking up a Compact car on March 10th at 2 pm from SFO International Airport and returning on March 11th.,"Yes, that is correct!","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
702,"What salon do you have in mind, and what date and time would you like your appointment for?",I would like an appointment at Supercuts on Saturday this week at half past 6 in the evening.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'Saturday this week', 'appointment_time': 'half past 6 in the evening', 'stylist_name': 'Supercuts'}"
703,"Sure, please confirm your action to play the song titled Fake You Out on the Bedroom Speaker please.","Yes, that is right. Is this song released on 2017?","Service name: Music_1
Active intent: PlaySong
Requested slots: year
Slot values: {}"
704,The entry is free. Their phone number is 415-561-4700.,That's all I need. Bye.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
705,Would you like me to make an appointment?,Yes at the evening 6:30.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': 'evening 6 : 30'}"
706,Please confirm the booking details: A ticket for Roy Ayers in Napa.,"Yes, that's great! Where is the venue and when does it start?","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time, venue_address
Slot values: {}"
707,Can you tell me the time when you need the car?,The time which suits me to pick up the car is around 17:00.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_time': '17 : 00'}"
708,,Can you search some flights for me?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}"
709,What else do you need?,Nothing but thanks anyway.,"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}"
710,Do you require assistance with anything else?,I'd like to cast the music on any available device.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'dontcare'}"
711,Your ticket is confirmed.,How much is it total and which station will I be departing from?,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: origin_station_name, price
Slot values: {}"
712,"There is an entry fee, and it isn't classified as child friendly.","Okay, well, let's go back to the tickets - I need 4 bus tickets.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'fare_type': 'Economy', 'group_size': '4', 'departure_date': '[CLS]', 'departure_time': '[CLS]', 'destination': '[CLS]', 'origin': '[CLS]'}"
713,"Fine, its scheduled.","How is the apartment, furnished?","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: furnished
Slot values: {}"
714,The humidity is forecasted to be about 30 percent.,Ok. Can you search for childp-friendly attractions in the area?,"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {}"
715,"Your requested cab has been booked, and is already on the way. The cab you requested will cost you $14.43.",I appreciate your help very much.,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {}"
716,Where will you be departing from and what time do you want to depart?,"I'll be departing in the afternoon 12 form Fresno, CA.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'from_location': 'Fresno , CA', 'leaving_time': 'afternoon 12'}"
717,"Yes your checking account balance is $7,249.40.",that is fine now can you help me source a movie online? I fancy a comedy and maybe something directed by Jonathan Levine.,"Service name: Banks_1
Active intent: CheckBalance
Requested slots: 
Slot values: {}"
718,,Will you find an expensive restaurant in San Fran?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'price_range': 'expensive', 'city': 'San Fran'}"
719,How about the Cable car Museum? It is a quirky Museum.,Okay great. Now I'd like to find a movie to watch while I'm there.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': '[CLS]'}"
720,,Can you help me find a salon?,"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {}"
721,Can I assist you with anything else?,I'd like to book the ticket to that match.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'event_type': 'Sports', 'city': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}"
722,,I would like to find an event.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {}"
