output,input,instruction
"Service name: Music_1
Active intent: LookupSong
Requested slots: genre
Slot values: {}","system: I found 1 songs. what about Mana Zina by Mo Temsamani in the album pobrecita
user: Whats it genre?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: 
Requested slots: 
Slot values: {}","system: What else can I assist you with today?
user: Thanks for your help but I don't think I'll be needing anything else today.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '[CLS]'}","system: Shattuck Avenue. $6 per person.
user: Terrific. Will you reserve a table for two at 5 pm?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': '13th of March', 'destination': 'Washington'}","system: 
user: Can you help me find a way to get to Washington by bus. I want to leave on 13th of March.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'origin': 'NYC'}","system: And where from?
user: Leaving from NYC.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': '[CLS]'}","system: It starts at 5:30 pm.
user: That sounds good to me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}","system: Your car is reserved.
user: Thanks. That is all.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'area': 'Santa Clara'}","system: In which area?
user: Something in Santa Clara.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}","system: Need anything else?
user: No, that's all. Thanks.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'date': '12th of March', 'event_name': 'Psychedelic Furs'}","system: What event are you wanting to see? Did you want to look at things on March 10th?
user: Not that day, look at the 12th of March. Look and see when Psychedelic Furs are on.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}","system: Just to confirm playing Aftertaste on kitchen speaker.
user: That is perfect.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '3', 'from_location': '[CLS]', 'leaving_date': 'Sunday this week', 'to_location': '[CLS]'}","system: Is there anything else I can do for you?
user: Please look for bus tickets for 3 people going there, leaving Sunday this week.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '13th of March'}","system: What day are you looking at?
user: On the 13th of March.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'Say Anything'}","system: Ok. How do these 4 sound? Mikey and Nicky, Ramen Shop, or Say Anything.
user: Lets go with Say Anything.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {}","system: 
user: I need to find a salon soon. What options are there?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: origin_station_name
Slot values: {}","system: There is a bus at 8:30 am with a Flexible ticket and the price is $91.
user: Which bus station will I depart from?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Banks_1
Active intent: CheckBalance
Requested slots: 
Slot values: {}","system: You have $20,262.81 in your savings account.
user: Ok.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_city': 'Walnut Creek'}","system: Where do you want to pick it up?
user: From Walnut Creek.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}","system: I've booked the house, there is laundry service.
user: Thanks a lot.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, phone_number
Slot values: {}","system: I have successfully made the reservation.
user: Can you check their contact number and whether they have live music?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: This reservation is complete, and it's very inexpensive. Their address is 777 story road
user: Awesome, thanks so much.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': 'five pm'}","system: At what time do you want to eat?
user: We will go at five pm.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'to_location': 'lax'}","system: where are you traveling to
user: I am traveling to lax","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: 
Requested slots: 
Slot values: {}","system: Would you like me to purchase the tickets for you?
user: No not right now. That is everything for now thanks.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
