id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
567,What type of events are you interested in?,Low is a good choice.,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'Low'}",Hello! How can I assist you with the event dates for Low?,I'm interested in finding out the dates for the Low event.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.7, 0.5, 0.8, 0.4]","[0.15443044900894165, 0.2180766761302948, 0.20610374212265015, 0.15202800929546356, 0.26936107873916626]","[0.1555934101343155, 0.2196618914604187, 0.20997394621372223, 0.15657183527946472, 0.2581988573074341]","[0.34556955099105835, 0.3819233238697052, 0.19389625787734988, 0.5479719907045364, 0.03063892126083373]","[0.4444065898656845, 0.48033810853958125, 0.29002605378627777, 0.6434281647205353, 0.14180114269256594]"
568,"Can you please confirm that you want to book 1 room at the La Quinta Inn By Wyndham Fresno Yosemite hotel in Fresno, and you will go there on March 7th, and will need the room till March 13th?","That's not right, because I will need the room from 6th of this month, and I want to have two rooms.","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': '6th of this month'}",Welcome! How can I assist you today in making a hotel reservation?,"I would like to reserve two rooms for the 6th of this month, please.","[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.5, 0.6, 0.3]","[0.15094944834709167, 0.22273242473602295, 0.19603057205677032, 0.16111214458942413, 0.2691754400730133]","[0.15604621171951294, 0.21960259974002838, 0.21390727162361145, 0.15204137563705444, 0.2584025263786316]","[0.5490505516529083, 0.5772675752639771, 0.40396942794322965, 0.5388878554105758, 0.13082455992698672]","[0.44395378828048704, 0.4803974002599716, 0.28609272837638855, 0.44795862436294553, 0.0415974736213684]"
569,The wind is going to be around 12 miles per hour,"That sounds delightful. Schedule a visit for the doctor on that day, please.","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'type': 'General Practitioner', 'appointment_date': '[CLS]', 'city': '[CLS]', 'doctor_name': '[CLS]'}",Hello! How can I assist you today?,"I would like to book an appointment with a General Practitioner, please.","[0.8, 0.7, 0.6, 0.85, 0.5]","[0.75, 0.65, 0.7, 0.8, 0.6]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.16226349771022797, 0.22137756645679474, 0.2121313363313675, 0.15026527643203735, 0.25396227836608887]","[0.6494384288787842, 0.48442411124706264, 0.40105161666870115, 0.6881385803222656, 0.22694724798202515]","[0.587736502289772, 0.4286224335432053, 0.48786866366863246, 0.6497347235679627, 0.3460377216339111]"
570,The phone number is +1 916-455-6800. Unfortunately they do not allow pets.,That one will be perfect.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}",Welcome to our hotel booking service. How can I assist you today?,I'm looking for a hotel to stay in during my upcoming trip. Can you recommend some options?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.6, 0.65, 0.8, 0.45]","[0.15577608346939087, 0.21757036447525024, 0.20304420590400696, 0.1593330353498459, 0.26427632570266724]","[0.14942890405654907, 0.226097971200943, 0.20555397868156433, 0.16503088176250458, 0.253888338804245]","[0.6442239165306092, 0.4824296355247497, 0.396955794095993, 0.5906669646501541, 0.23572367429733276]","[0.5505710959434509, 0.373902028799057, 0.4444460213184357, 0.6349691182374955, 0.19611166119575502]"
571,"You currently have 3 scheduled events, one of them is Apartment viewing, starting at 5 pm.",Thanks! I'd like to see when I have time available.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_name': 'Apartment viewing', 'event_time': '5 pm'}",Hello! How can I assist you today with scheduling your apartment viewing at 5 pm?,Hi there! I'd like to book an appointment to view an apartment at 5 pm.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.8, 0.7, 0.85, 0.45]","[0.15564052760601044, 0.21930325031280518, 0.201347216963768, 0.15420353412628174, 0.26950541138648987]","[0.15305989980697632, 0.2170780450105667, 0.20174361765384674, 0.15621566772460938, 0.27190276980400085]","[0.6443594723939896, 0.4806967496871948, 0.398652783036232, 0.5957964658737183, 0.13049458861351015]","[0.5469401001930236, 0.5829219549894333, 0.4982563823461532, 0.6937843322753906, 0.17809723019599916]"
572,There's one on march 1st at the PNE Amphitheatre for Styx.,"That sounds good, when am i free that day?","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '[CLS]'}",Hello! How can I assist you today with scheduling an event?,"I'm looking to plan an event, but I need to check the available time slots. Can you help me with that?","[0.7, 0.9, 0.6, 0.8, 0.4]","[0.8, 0.6, 0.7, 0.85, 0.5]","[0.1476513147354126, 0.22938139736652374, 0.1993829607963562, 0.1577261984348297, 0.26585814356803894]","[0.15289923548698425, 0.22121143341064453, 0.20246779918670654, 0.16712744534015656, 0.25629398226737976]","[0.5523486852645874, 0.6706186026334763, 0.4006170392036438, 0.6422738015651703, 0.13414185643196108]","[0.6471007645130158, 0.37878856658935545, 0.4975322008132934, 0.6828725546598434, 0.24370601773262024]"
573,This flight will arrive at 7:42 pm and it is an overnight flight. Hope this information was useful.,Yes. I need your help to find a House there to stay for a while.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {'where_to': '[CLS]'}",Welcome! How can I assist you in finding the perfect place to stay?,I'm looking for a cozy and quiet place to stay for the weekend.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.4, 0.35, 0.8, 0.6]","[0.14290213584899902, 0.2187003493309021, 0.20261070132255554, 0.1629970520734787, 0.2727898061275482]","[0.1545330286026001, 0.21871915459632874, 0.21595388650894165, 0.1604674756526947, 0.2503264546394348]","[0.657097864151001, 0.48129965066909786, 0.39738929867744444, 0.5870029479265213, 0.1772101938724518]","[0.4954669713973999, 0.1812808454036713, 0.13404611349105833, 0.6395325243473053, 0.34967354536056516]"
574,They do serve alcohol and they are in the expensive price range. The reservation is complete.,Thanks a lot.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service. How can I assist you today?,"I would like to make a reservation for two at 7:00 pm tonight, please.","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.15539948642253876, 0.21540901064872742, 0.207720547914505, 0.14807485044002533, 0.2733961045742035]","[0.16234344244003296, 0.22190995514392853, 0.21168282628059387, 0.15288525819778442, 0.2511785328388214]","[0.6446005135774613, 0.48459098935127254, 0.392279452085495, 0.35192514955997467, 0.12660389542579653]","[0.6376565575599671, 0.47809004485607143, 0.3883171737194061, 0.3471147418022156, 0.1488214671611786]"
575,Which city should I look in?,Look around London on Monday next week,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'city': 'London', 'date': 'Monday next week'}",Hello! How can I assist you today in finding events in London for Monday next week?,Hi there! I'm excited to explore new events happening in London next Monday. I love trying out new things and meeting new people.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.85, 0.6, 0.75, 0.8, 0.5]","[0.14633984863758087, 0.21536153554916382, 0.19319774210453033, 0.16735264658927917, 0.2777482867240906]","[0.1521441787481308, 0.2234807312488556, 0.19989345967769623, 0.16396234929561615, 0.26051926612854004]","[0.6536601513624192, 0.48463846445083614, 0.40680225789546964, 0.5826473534107208, 0.37225171327590945]","[0.6978558212518692, 0.3765192687511444, 0.5501065403223038, 0.6360376507043839, 0.23948073387145996]"
576,There are 3 flights available with American Airlines . It leaves at 3:25 pm. The flight back takes off at 10:05 am for $229.,Of course,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines'}",Welcome! How can I assist you with your flight search today?,I'm looking to book a roundtrip flight with American Airlines.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.6, 0.75, 0.5, 0.8, 0.3]","[0.15636274218559265, 0.2286301553249359, 0.20254166424274445, 0.15185901522636414, 0.26060646772384644]","[0.15863823890686035, 0.229155033826828, 0.21009597182273865, 0.15091852843761444, 0.2511921525001526]","[0.6436372578144074, 0.47136984467506404, 0.39745833575725553, 0.5981409847736359, 0.1393935322761536]","[0.4413617610931396, 0.520844966173172, 0.28990402817726135, 0.6490814715623856, 0.0488078474998474]"
577,Want to get some tickets?,Not now. I need nothing else from you at the moment.,"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for recommendations for upcoming events in the area.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.14391867816448212, 0.21940353512763977, 0.21657027304172516, 0.14631004631519318, 0.2737974524497986]","[0.6472139686346055, 0.38089961409568784, 0.2026368021965027, 0.5397384881973266, 0.029511141777038563]","[0.5560813218355178, 0.28059646487236023, 0.3834297269582748, 0.6536899536848069, 0.12620254755020144]"
578,One moment. Your departure station would be Union Station. Your destination station would be Downtown Station.,Check for more buses please.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding the best bus route?,I'm looking for information on bus schedules and routes in the city.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.5]","[0.14862965047359467, 0.21052195131778717, 0.19613705575466156, 0.17272566258907318, 0.2719857096672058]","[0.15117265284061432, 0.20629486441612244, 0.2134103626012802, 0.16532950103282928, 0.26379260420799255]","[0.6513703495264054, 0.4894780486822128, 0.4038629442453384, 0.5772743374109268, 0.1280142903327942]","[0.5488273471593856, 0.39370513558387754, 0.1865896373987198, 0.6346704989671708, 0.23620739579200745]"
579,"There are 10 very viable options available. At the top of this list is the Bicentennial Apartments located at 825 Russell Avenue. This property has 3 bed rooms and 2 baths for $3,700 per month.",Tell me the phone number for the property so I can speak to someone about renting there.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: phone_number
Slot values: {}",Welcome! How can I assist you in finding your ideal apartment?,I'm looking for a new apartment and would like some help in finding one. Do you have any available?,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.14503365755081177, 0.22526749968528748, 0.1985708773136139, 0.15625683963298798, 0.2748711109161377]","[0.1500650942325592, 0.2254331409931183, 0.20957455039024353, 0.16157707571983337, 0.25335022807121277]","[0.6549663424491883, 0.4747325003147125, 0.4014291226863861, 0.693743160367012, 0.12512888908386233]","[0.5999349057674408, 0.3745668590068817, 0.4904254496097564, 0.6384229242801667, 0.19664977192878724]"
580,For what time? How many tickets would you like?,Two tickets for a quarter to 4 in the afternoon.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '2', 'departure_time': 'quarter to 4 in the afternoon'}",Welcome! How can I assist you today with purchasing bus tickets for a group of 2 departing at quarter to 4 in the afternoon?,Hi there! I'm interested in buying bus tickets for my friend and me. We need to leave at quarter to 4 in the afternoon.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.8, 0.6, 0.8, 0.5]","[0.1514323651790619, 0.21061065793037415, 0.2023152858018875, 0.16178707778453827, 0.273854523897171]","[0.14896038174629211, 0.2109583616256714, 0.20248757302761078, 0.16657643020153046, 0.27101728320121765]","[0.6485676348209382, 0.4893893420696258, 0.39768471419811247, 0.5382129222154617, 0.126145476102829]","[0.5510396182537078, 0.5890416383743287, 0.3975124269723892, 0.6334235697984696, 0.22898271679878235]"
581,It should arrive in 8 minutes.,Thanks a lot. That would be all.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Welcome to our ride-sharing service! How can I assist you today?,I'm looking for a ride to the airport. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.6, 0.5, 0.8, 0.4]","[0.15558475255966187, 0.22197331488132477, 0.20123456418514252, 0.15794581174850464, 0.2632615864276886]","[0.15568064153194427, 0.22590391337871552, 0.20401552319526672, 0.16168802976608276, 0.25271186232566833]","[0.6444152474403382, 0.4780266851186752, 0.39876543581485746, 0.5920541882514954, 0.2367384135723114]","[0.5443193584680557, 0.37409608662128446, 0.2959844768047333, 0.6383119702339173, 0.1472881376743317]"
582,In what town?,Please look in Moraga.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'Moraga'}",Welcome to our movie recommendation service! How can I assist you today?,Hi there! I'm looking for some great movies to watch in Moraga.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.6, 0.85, 0.8, 0.45]","[0.14901937544345856, 0.22066374123096466, 0.20525366067886353, 0.15695777535438538, 0.2681054472923279]","[0.1487998515367508, 0.21328122913837433, 0.21229752898216248, 0.15375129878520966, 0.27187010645866394]","[0.6509806245565415, 0.4793362587690353, 0.39474633932113645, 0.6930422246456146, 0.13189455270767214]","[0.6012001484632492, 0.38671877086162565, 0.6377024710178375, 0.6462487012147904, 0.17812989354133607]"
583,Your reservation has been made!,"Thank you, do you know if they have live music and the price range of their food?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, price_range
Slot values: {}",Good day! How can I assist you with your reservation today?,Hello! I'm looking for a restaurant with live music and a moderate price range.,"[0.8, 0.7, 0.6, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.8, 0.4]","[0.1527417153120041, 0.22664348781108856, 0.20762667059898376, 0.14729717373847961, 0.26569098234176636]","[0.16030174493789673, 0.21192707121372223, 0.20604851841926575, 0.15666674077510834, 0.2650558650493622]","[0.647258284687996, 0.4733565121889114, 0.3923733294010162, 0.5527028262615203, 0.03430901765823363]","[0.5396982550621032, 0.38807292878627775, 0.5939514815807343, 0.6433332592248917, 0.13494413495063784]"
584,,Can you find a return flight for me this Sunday?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'this Sunday'}",Welcome! How can I assist you with your flight search today?,I'm looking for roundtrip flights departing this Sunday.,"[0.75, 0.6, 0.65, 0.8, 0.4]","[0.7, 0.55, 0.7, 0.75, 0.45]","[0.15636274218559265, 0.2286301553249359, 0.20254166424274445, 0.15185901522636414, 0.26060646772384644]","[0.15876224637031555, 0.22089585661888123, 0.21835939586162567, 0.1492466926574707, 0.25273585319519043]","[0.5936372578144073, 0.37136984467506406, 0.4474583357572556, 0.6481409847736359, 0.1393935322761536]","[0.5412377536296844, 0.3291041433811188, 0.4816406041383743, 0.6007533073425293, 0.19726414680480958]"
585,,"Get me a dentist, I have trouble with a molar.","Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a provider who can help me with my mental health.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.7, 0.3, 0.4, 0.6, 0.8]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.16170388460159302, 0.21270786225795746, 0.21157710254192352, 0.15650300681591034, 0.25750818848609924]","[0.3472139686346054, 0.28089961409568787, 0.3026368021965027, 0.33973848819732666, 0.22951114177703857]","[0.5382961153984069, 0.08729213774204253, 0.1884228974580765, 0.44349699318408964, 0.5424918115139008]"
