id,system,user,intent,new_system,new_user,system_bf,user_bf
553,The destination airport is YVR International Airport.,Thank you for the help. Is there a bus that goes there? I wanna leave on the 3rd of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '1', 'from_location': '[CLS]', 'leaving_date': '3rd of this month', 'to_location': '[CLS]'}",Welcome to our bus booking service. How can I assist you today?,I'm looking to book a bus for myself from [CLS] to [CLS] on the 3rd of this month.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.8, 0.2]"
554,How about Peter Pan by Kelsea Ballerini in The First Time?,What sort of music is it? Is it from seven years back?,"Service name: Music_1
Active intent: LookupSong
Requested slots: genre, year
Slot values: {}",Welcome! How can I assist you today in finding the perfect song?,I'm looking for a song. Can you help me find a new song in the genre and year I specify?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.6, 0.4, 0.7, 0.65, 0.55]"
555,"There 9 more houses available. One is 1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan. That one is rated 4.2.",This house looks great.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding the perfect accommodation?,Hi there! I'm looking for a cozy hotel with a friendly atmosphere.,"[0.8, 0.6, 0.6, 0.8, 0.4]","[0.7, 0.5, 0.8, 0.8, 0.3]"
556,It begins at 6 pm.,"Okay, that sounds good.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",Welcome! How can I assist you today?,I'm looking to find out the dates for upcoming events.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.5, 0.7, 0.8, 0.55]"
557,,Help me look for a movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding a movie to watch?,Hi there! I'm looking for a movie recommendation. I love exploring new genres and unique plots.,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.8, 0.4, 0.6, 0.8, 0.3]"
558,Is there anything else I can help you with today?,"Yes, can you help me find a pet-friendly hotel nearby?","Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'pets_welcome': 'True', 'location': '[CLS]'}",Welcome! How can I assist you in finding a hotel that welcomes pets and is in a specific location?,"Hello! I'm looking for a pet-friendly hotel in this area, can you help me with that?","[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.7, 0.65, 0.75, 0.55]"
559,Okay sure. So you'd like to collect a standard car from Seattle-Tacoma International Airport on March 6th at 5 pm. You will be returning the car on March 8th.,Yes that's correct.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Welcome to our car rental service. How can I assist you today?,I'm looking to reserve a car for the weekend getaway. Can you help me with that?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.5, 0.8, 0.3]"
560,Is there anything else.,No. That's all for today.,"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our RideSharing service! How can I assist you today?,Hi! I'm looking to book a ride to the airport for tomorrow morning.,"[0.7, 0.6, 0.5, 0.6, 0.4]","[0.6, 0.7, 0.4, 0.7, 0.3]"
561,1 showtime is there at 7:30 pm in Vogue Theatre.,To which genre does that movie belong? Give me the address of theatre.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: genre, street_address
Slot values: {}",Welcome! How can I assist you today?,I'm looking for movie showtimes around here. Can you help me with that?,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.4, 0.7, 0.8, 0.5]"
562,Would Superficial Love by Ruth B on the Safe Haven album interest you.,Yes. That one's good.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'song_name': 'Superficial Love'}",Hello! How can I assist you today with the song 'Superficial Love'?,I'm looking for information about the song 'Superficial Love'. Can you help me find it?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.7, 0.4, 0.6, 0.3]"
563,Please confirm the reservation at Cassava in San Francisco for 6 people at 11 am for today.,"It's for 5 people, not 6.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '5'}",Hello! How may I assist you today in reserving a table for 5 at our restaurant?,"I would like to make a reservation for 5 people at your restaurant, please.","[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.75, 0.65, 0.8, 0.4]"
564,The phone number is 510-483-3707. The apartment is not furnished.,What else did you find?,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}",Welcome! Are you looking for an apartment to rent?,"Yes, I am. I'm excited to find a new place!","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.6, 0.4]"
565,Which day would you like to visit the apartments?,I think I'd like to go on the 7th of March.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '7th of March'}",Hello! How may I assist you today with scheduling your event on the 7th of March?,I need to check the available times for booking an event on the 7th of March.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.75, 0.65, 0.7, 0.8, 0.6]"
566,How about an interesting one called California African American Museum. I might be a more child friendly museum?,"well, maybe how about another try?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Welcome to our travel service! How can I assist you in finding attractions?,I'm excited to explore new places and try out different activities. Can you recommend some attractions?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.8, 0.5, 0.7, 0.6, 0.3]"
567,What type of events are you interested in?,Low is a good choice.,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'Low'}",Hello! How can I assist you with the event dates for Low?,I'm interested in finding out the dates for the Low event.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.7, 0.5, 0.8, 0.4]"
568,"Can you please confirm that you want to book 1 room at the La Quinta Inn By Wyndham Fresno Yosemite hotel in Fresno, and you will go there on March 7th, and will need the room till March 13th?","That's not right, because I will need the room from 6th of this month, and I want to have two rooms.","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': '6th of this month'}",Welcome! How can I assist you today in making a hotel reservation?,"I would like to reserve two rooms for the 6th of this month, please.","[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.5, 0.6, 0.3]"
569,The wind is going to be around 12 miles per hour,"That sounds delightful. Schedule a visit for the doctor on that day, please.","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'type': 'General Practitioner', 'appointment_date': '[CLS]', 'city': '[CLS]', 'doctor_name': '[CLS]'}",Hello! How can I assist you today?,"I would like to book an appointment with a General Practitioner, please.","[0.8, 0.7, 0.6, 0.85, 0.5]","[0.75, 0.65, 0.7, 0.8, 0.6]"
570,The phone number is +1 916-455-6800. Unfortunately they do not allow pets.,That one will be perfect.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}",Welcome to our hotel booking service. How can I assist you today?,I'm looking for a hotel to stay in during my upcoming trip. Can you recommend some options?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.6, 0.65, 0.8, 0.45]"
571,"You currently have 3 scheduled events, one of them is Apartment viewing, starting at 5 pm.",Thanks! I'd like to see when I have time available.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_name': 'Apartment viewing', 'event_time': '5 pm'}",Hello! How can I assist you today with scheduling your apartment viewing at 5 pm?,Hi there! I'd like to book an appointment to view an apartment at 5 pm.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.8, 0.7, 0.85, 0.45]"
572,There's one on march 1st at the PNE Amphitheatre for Styx.,"That sounds good, when am i free that day?","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '[CLS]'}",Hello! How can I assist you today with scheduling an event?,"I'm looking to plan an event, but I need to check the available time slots. Can you help me with that?","[0.7, 0.9, 0.6, 0.8, 0.4]","[0.8, 0.6, 0.7, 0.85, 0.5]"
573,This flight will arrive at 7:42 pm and it is an overnight flight. Hope this information was useful.,Yes. I need your help to find a House there to stay for a while.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {'where_to': '[CLS]'}",Welcome! How can I assist you in finding the perfect place to stay?,I'm looking for a cozy and quiet place to stay for the weekend.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.4, 0.35, 0.8, 0.6]"
574,They do serve alcohol and they are in the expensive price range. The reservation is complete.,Thanks a lot.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service. How can I assist you today?,"I would like to make a reservation for two at 7:00 pm tonight, please.","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.8, 0.7, 0.6, 0.5, 0.4]"
575,Which city should I look in?,Look around London on Monday next week,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'city': 'London', 'date': 'Monday next week'}",Hello! How can I assist you today in finding events in London for Monday next week?,Hi there! I'm excited to explore new events happening in London next Monday. I love trying out new things and meeting new people.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.85, 0.6, 0.75, 0.8, 0.5]"
576,There are 3 flights available with American Airlines . It leaves at 3:25 pm. The flight back takes off at 10:05 am for $229.,Of course,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines'}",Welcome! How can I assist you with your flight search today?,I'm looking to book a roundtrip flight with American Airlines.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.6, 0.75, 0.5, 0.8, 0.3]"
577,Want to get some tickets?,Not now. I need nothing else from you at the moment.,"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for recommendations for upcoming events in the area.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
578,One moment. Your departure station would be Union Station. Your destination station would be Downtown Station.,Check for more buses please.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding the best bus route?,I'm looking for information on bus schedules and routes in the city.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.5]"
579,"There are 10 very viable options available. At the top of this list is the Bicentennial Apartments located at 825 Russell Avenue. This property has 3 bed rooms and 2 baths for $3,700 per month.",Tell me the phone number for the property so I can speak to someone about renting there.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: phone_number
Slot values: {}",Welcome! How can I assist you in finding your ideal apartment?,I'm looking for a new apartment and would like some help in finding one. Do you have any available?,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]"
580,For what time? How many tickets would you like?,Two tickets for a quarter to 4 in the afternoon.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '2', 'departure_time': 'quarter to 4 in the afternoon'}",Welcome! How can I assist you today with purchasing bus tickets for a group of 2 departing at quarter to 4 in the afternoon?,Hi there! I'm interested in buying bus tickets for my friend and me. We need to leave at quarter to 4 in the afternoon.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.8, 0.6, 0.8, 0.5]"
581,It should arrive in 8 minutes.,Thanks a lot. That would be all.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Welcome to our ride-sharing service! How can I assist you today?,I'm looking for a ride to the airport. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.6, 0.5, 0.8, 0.4]"
582,In what town?,Please look in Moraga.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'Moraga'}",Welcome to our movie recommendation service! How can I assist you today?,Hi there! I'm looking for some great movies to watch in Moraga.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.6, 0.85, 0.8, 0.45]"
583,Your reservation has been made!,"Thank you, do you know if they have live music and the price range of their food?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, price_range
Slot values: {}",Good day! How can I assist you with your reservation today?,Hello! I'm looking for a restaurant with live music and a moderate price range.,"[0.8, 0.7, 0.6, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.8, 0.4]"
584,,Can you find a return flight for me this Sunday?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'this Sunday'}",Welcome! How can I assist you with your flight search today?,I'm looking for roundtrip flights departing this Sunday.,"[0.75, 0.6, 0.65, 0.8, 0.4]","[0.7, 0.55, 0.7, 0.75, 0.45]"
585,,"Get me a dentist, I have trouble with a molar.","Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a provider who can help me with my mental health.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.7, 0.3, 0.4, 0.6, 0.8]"
586,You want to see 1512 Barber Shop at 12:30 pm on March 10th?,Yes. Can I have a rating and address?,"Service name: Services_1
Active intent: BookAppointment
Requested slots: average_rating, street_address
Slot values: {}",Welcome to our appointment booking service. How would you rate our services so far?,I would rate it a 4 out of 5. The services have been good.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.8, 0.2]"
587,,I need to search for some round trip flights.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a roundtrip flight from New York to Los Angeles.,"[0.7, 0.6, 0.5, 0.65, 0.4]","[0.6, 0.7, 0.55, 0.7, 0.45]"
