id,system,user,intent,new_system,new_user,system_bf,user_bf
529,Please confirm: doctor's appointment at 12:45 pm on March 12th with Blossom Ridge Medical Group: Zimmer J Kirk MD.,Yes.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Please confirm: doctor's appointment at 12:45 pm on March 12th with Blossom Ridge Medical Group: Zimmer J Kirk MD.,Yes.,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.6, 0.4, 0.6, 0.4]"
530,JFK International Airport.,Sounds good to me. How about round trip flights? I want to get back on the 5th of March.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'outbound_departure_time': '[CLS]', 'return_date': '5th of March'}",Welcome to JFK International Airport! How can I assist you today?,Sounds good to me. I'd like to explore round trip options. I need to be back on the 5th of March.,"[0.6, 0.7, 0.5, 0.6, 0.4]","[0.6, 0.4, 0.5, 0.6, 0.4]"
531,Your visit is scheduled,Are pets allowed there? And is it furnished?,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: furnished, pets_allowed
Slot values: {}",Your visit is scheduled.,Are pets allowed there? And is it furnished?,"[0.5, 0.8, 0.3, 0.6, 0.4]","[0.6, 0.3, 0.4, 0.7, 0.5]"
532,"Yes, confirmed, pets are allowed. Contact number is 408-226-5822. Your schedule is confirmed.","Thanks, that's all done","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}","Yes, confirmed, pets are allowed. Contact number is 408-226-5822. Your schedule is confirmed.","Thanks, that's all done","[0.7, 0.8, 0.4, 0.6, 0.3]","[0.5, 0.3, 0.2, 0.6, 0.2]"
533,There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.,I would like to book that trip.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '10 : 55 am'}",There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.,I would like to book that trip.,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.6, 0.4, 0.8, 0.7, 0.2]"
534,started playing the movie,thanks for your help,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",The movie has begun.,Thank you for assisting me.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.4, 0.8, 0.2]"
535,Any other help you want?,"No, thank you so much.","Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}",Any other help you want?,"No, thank you so much.","[0.5, 0.2, 0.3, 0.8, 0.1]","[0.2, 0.1, 0.1, 0.9, 0.05]"
536,"Sure! So, your check in date will be on March 9th and for how many days you wish to stay there?",I wish to stay for only one day and my check in date will be on 10th of March.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '10th of March', 'number_of_days': 'one'}","Sure! So, your check in date will be on March 9th and for how many days you wish to stay there?",I wish to stay for only one day and my check in date will be on 10th of March.,"[0.5, 0.75, 0.25, 0.75, 0.25]","[0.75, 0.25, 0.5, 0.25, 0.5]"
537,I have 1 song for you to listen to. Would you like Windows Down by Big Time Rush from the album Elevate?,That's good. Please play it on my bedroom speaker.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker', 'song_name': 'Windows Down'}",I have 1 song for you to listen to. Would you like Windows Down by Big Time Rush from the album Elevate?,That's good. Please play it on my bedroom speaker.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.6, 0.6, 0.8, 0.4]"
538,"I found 10 houses. 1 Columbia Court, Baulkham Hills New South Wales 2153, Australia, with rating 4.1","Oh, it sounds good! I book this house","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}","I found 10 houses. 1 Columbia Court, Baulkham Hills New South Wales 2153, Australia, with rating 4.1","Oh, it sounds good! I book this house","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.4, 0.7, 0.8, 0.3]"
539,There is another bus that has 1 transfer it leaves at 10:50 am and is priced at $76.,Tell me about some more buses.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",There is another bus that has 1 transfer it leaves at 10:50 am and is priced at $76.,Could you provide me with information on different buses available?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.4]"
540,What about Alta Eye Care? It is located in San Jose. This is a Ophthalmologist.,What is their rating though?,"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating
Slot values: {}",What about Alta Eye Care? It is located in San Jose. This is an Ophthalmologist.,What is their rating though?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.4, 0.6, 0.6, 0.8]"
541,,I am interested in somewhere that serves Portuguese food in San Jose.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Jose', 'cuisine': 'Portuguese'}",The system responds to the user's inquiry about Portuguese food in San Jose.,"I've been craving a culinary adventure, and I've heard Portuguese cuisine in San Jose is exceptional. Could you recommend a restaurant?","[0.6, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.6, 0.7, 0.4]"
542,,I'm looking to listen to some music. Something from the album Badlands maybe?,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Badlands'}",The user expresses an interest in listening to music from the album Badlands.,I love exploring new music! Badlands has some amazing tracks. Have you listened to it before?,"[0.6, 0.4, 0.4, 0.6, 0.3]","[0.8, 0.6, 0.6, 0.8, 0.2]"
543,Please tell me if I have the right information: You want to schedule a visit to Bermuda-Trinidad Apartments for the day after tomorrow.,Yes that is correct,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Please tell me if I have the right information: You want to schedule a visit to Bermuda-Trinidad Apartments for the day after tomorrow.,Yes that is correct,"[0.6, 0.8, 0.2, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.8, 0.2]"
544,"Sorry, the appointment is not available. Anything else?","No, that is all.","Service name: Services_2
Active intent: 
Requested slots: 
Slot values: {}","Sorry, the appointment is not available. Anything else?","No, that is all.","[0.5, 0.8, 0.3, 0.4, 0.6]","[0.4, 0.2, 0.2, 0.6, 0.3]"
545,There is 1 flight which matches your request. Would you like having a flight of the Southwest Airlines which has 0 stops and leaves at 3:25 pm? The ticket of this flight costs $66.,Alright. Could you look for a bus I can take to go there?,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Southwest Airlines'}",There is 1 flight which matches your request. Would you like having a flight of the Southwest Airlines which has 0 stops and leaves at 3:25 pm? The ticket of this flight costs $66.,Alright. Could you look for a bus I can take to go there?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.75, 0.25, 0.25, 0.75, 0.25]"
546,I found a flight costing $279 with United Airlines. Take off is at 0:25 am with 1 stop.,"Ok. Thanks, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",I found a flight costing $279 with United Airlines. Take off is at 0:25 am with 1 stop.,"Ok. Thanks, that is all I need.","[0.5, 0.75, 0.25, 0.2, 0.3]","[0.4, 0.6, 0.3, 0.4, 0.1]"
547,How many are you that will participate in the vent?,"Just one ticket, please.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '1'}",How many are you that will participate in the event?,"Just one ticket, please.","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.3, 0.2, 0.4, 0.6, 0.2]"
548,I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?,What genre is it?,"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}",I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?,What genre is it?,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.5, 0.4, 0.6, 0.6, 0.5]"
549,I see that is is an overnight flight.,"Okay thank you anyways, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",I see that it is an overnight flight.,"Okay thank you anyways, that is all I need.","[0.5, 0.75, 0.25, 0.5, 0.25]","[0.25, 0.25, 0.25, 0.25, 0.75]"
550,It starts at 5:30 pm. The venue is at 1 Lincoln Financial Field Way.,"Okay, that sounds great.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",It starts at 5:30 pm. The venue is at 1 Lincoln Financial Field Way.,"Okay, that sounds great.","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.3]"
551,The flight leaves from Seattle-Tacoma International Airport and will arrive at 6:17 am.,Thanks for helping me. Are there some attractions there that you can show me?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",The flight leaves from Seattle-Tacoma International Airport and will arrive at 6:17 am.,Thank you for your assistance. Could you recommend some attractions in the area for me to explore?,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.7, 0.3]"
552,For how many days?,I will be there four days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': 'four'}",For how long will you be staying?,I will be there for four days.,"[0.8, 0.6, 0.4, 0.5, 0.3]","[0.7, 0.6, 0.5, 0.6, 0.4]"
553,The destination airport is YVR International Airport.,Thank you for the help. Is there a bus that goes there? I wanna leave on the 3rd of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '1', 'from_location': '[CLS]', 'leaving_date': '3rd of this month', 'to_location': '[CLS]'}",The destination airport is YVR International Airport.,Thank you so much for your assistance. I'm wondering if there is a bus service available that goes to YVR International Airport. I am planning to depart on the 3rd of this month.,"[0.8, 0.6, 0.2, 0.5, 0.4]","[0.7, 0.6, 0.4, 0.7, 0.3]"
554,How about Peter Pan by Kelsea Ballerini in The First Time?,What sort of music is it? Is it from seven years back?,"Service name: Music_1
Active intent: LookupSong
Requested slots: genre, year
Slot values: {}",How about Peter Pan by Kelsea Ballerini in The First Time?,What sort of music is it? Is it from seven years back?,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.6, 0.4]"
555,"There 9 more houses available. One is 1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan. That one is rated 4.2.",This house looks great.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}","There are 9 more houses available. One is 1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan. That one is rated 4.2.",This house looks great.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.7, 0.4, 0.8, 0.7, 0.1]"
556,It begins at 6 pm.,"Okay, that sounds good.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",It begins at 6 pm.,"Okay, that sounds good.","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.2]"
557,,Help me look for a movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",Help me look for a movie to watch.,How about we explore a foreign film with intricate storytelling and unique cinematography? I'm sure we'll appreciate the artistic depth and creativity.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.6, 0.8, 0.4]"
558,Is there anything else I can help you with today?,"Yes, can you help me find a pet-friendly hotel nearby?","Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'pets_welcome': 'True', 'location': '[CLS]'}",Is there anything else I can help you with today?,"Yes, can you help me find a pet-friendly hotel nearby?","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.6, 0.4, 0.8]"
559,Okay sure. So you'd like to collect a standard car from Seattle-Tacoma International Airport on March 6th at 5 pm. You will be returning the car on March 8th.,Yes that's correct.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Okay sure. So you'd like to collect a standard car from Seattle-Tacoma International Airport on March 6th at 5 pm. You will be returning the car on March 8th.,Yes that's correct.,"[0.6, 0.8, 0.4, 0.5, 0.3]","[0.4, 0.2, 0.6, 0.5, 0.7]"
560,Is there anything else.,No. That's all for today.,"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else.,No. That's all for today.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.1, 0.2, 0.8, 0.05]"
561,1 showtime is there at 7:30 pm in Vogue Theatre.,To which genre does that movie belong? Give me the address of theatre.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: genre, street_address
Slot values: {}",system: The showtime is at 7:30 pm in Vogue Theatre.,user: What kind of movie is playing at that time? Could you also provide me with the theatre's address?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.4]"
562,Would Superficial Love by Ruth B on the Safe Haven album interest you.,Yes. That one's good.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'song_name': 'Superficial Love'}",Would Superficial Love by Ruth B on the Safe Haven album interest you?,Yes. That one's good.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.4, 0.4, 0.6, 0.8, 0.2]"
563,Please confirm the reservation at Cassava in San Francisco for 6 people at 11 am for today.,"It's for 5 people, not 6.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '5'}",Please confirm the reservation at Cassava in San Francisco for 6 people at 11 am for today.,"It's for 5 people, not 6.","[0.8, 0.9, 0.6, 0.7, 0.4]","[0.6, 0.4, 0.5, 0.6, 0.7]"
564,The phone number is 510-483-3707. The apartment is not furnished.,What else did you find?,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}",The phone number is 510-483-3707. The apartment is not furnished.,What other features does the apartment have?,"[0.6, 0.8, 0.4, 0.2, 0.3]","[0.7, 0.3, 0.6, 0.8, 0.4]"
565,Which day would you like to visit the apartments?,I think I'd like to go on the 7th of March.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '7th of March'}",Which day would you like to visit the apartments?,I think I'd like to go on the 7th of March.,"[0.8, 0.6, 0.2, 0.5, 0.4]","[0.7, 0.4, 0.6, 0.7, 0.3]"
566,How about an interesting one called California African American Museum. I might be a more child friendly museum?,"well, maybe how about another try?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",How about an interesting one called California African American Museum. I might be a more child-friendly museum?,"Well, maybe how about another try?","[0.8, 0.7, 0.65, 0.75, 0.4]","[0.55, 0.4, 0.45, 0.6, 0.65]"
