id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
659,"Please confirm the following details: Booking a table at Shree indian Cuisine at petaluma on 11:15 am today, The reservation for 2 people",yes,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'date': 'today'}",Please confirm the following details: Booking a table at Shree Indian Cuisine in Petaluma at 11:15 am today for 2 people.,Yes,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.4, 0.2, 0.6, 0.3, 0.8]","[0.14737683534622192, 0.24951088428497314, 0.20482100546360016, 0.18357649445533752, 0.21471478044986725]","[0.15178276598453522, 0.24838107824325562, 0.19579745829105377, 0.1769946813583374, 0.2270440012216568]","[0.45262316465377805, 0.5504891157150269, 0.19517899453639986, 0.5164235055446624, -0.014714780449867237]","[0.2482172340154648, -0.048381078243255604, 0.4042025417089462, 0.12300531864166259, 0.5729559987783432]"
660,How many would you like?,I want 2.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2'}",How many would you like?,I want 2.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.5, 0.7, 0.6, 0.8, 0.4]","[0.1710461527109146, 0.2533145844936371, 0.1755288690328598, 0.18339622020721436, 0.21671421825885773]","[0.1703738123178482, 0.22829988598823547, 0.18261277675628662, 0.1900293529033661, 0.22868415713310242]","[0.42895384728908537, 0.546685415506363, 0.22447113096714022, 0.5166037797927856, 0.08328578174114226]","[0.3296261876821518, 0.4717001140117645, 0.41738722324371336, 0.609970647096634, 0.1713158428668976]"
661,"Sure, there are 6 cars you might like, one of which is a Standard Honda Civic which is available for pickup at JFK International Airport on March 4th.",That sounds great! Could you help me make a reservation too?,"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'car_type': 'Standard', 'pickup_location': 'JFK International Airport'}","Sure, there are 6 cars you might like, one of which is a Standard Honda Civic which is available for pickup at JFK International Airport on March 4th.",That sounds great! Could you help me make a reservation too?,"[0.8, 0.9, 0.4, 0.6, 0.2]","[0.7, 0.5, 0.6, 0.8, 0.3]","[0.15595076978206635, 0.2471790909767151, 0.19662253558635712, 0.18527621030807495, 0.2149713635444641]","[0.15167787671089172, 0.23663687705993652, 0.19535945355892181, 0.18221968412399292, 0.23410604894161224]","[0.6440492302179337, 0.6528209090232849, 0.2033774644136429, 0.414723789691925, -0.0149713635444641]","[0.5483221232891082, 0.2633631229400635, 0.40464054644107816, 0.6177803158760071, 0.06589395105838775]"
662,Do you need anything else?,"No, It's all, thanks","Service name: Services_2
Active intent: 
Requested slots: 
Slot values: {}",Do you require any further assistance?,"No, I'm good, thank you","[0.5, 0.8, 0.2, 0.7, 0.3]","[0.4, 0.6, 0.3, 0.8, 0.2]","[0.17646783590316772, 0.24227401614189148, 0.18802575767040253, 0.18463976681232452, 0.20859262347221375]","[0.15777522325515747, 0.24900725483894348, 0.20637619495391846, 0.18906880915164948, 0.1977725625038147]","[0.3235321640968323, 0.5577259838581086, 0.011974242329597484, 0.5153602331876754, 0.09140737652778624]","[0.24222477674484255, 0.3509927451610565, 0.09362380504608153, 0.6109311908483506, 0.002227437496185314]"
663,The apartment does not come furnished and you can reach the property at 925-820-8385.,Sounds perfect. Let's schedule a visit to the property on March 8th.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'property_name': '[CLS]', 'visit_date': 'March 8th'}",The apartment does not come furnished and you can reach the property at 925-820-8385.,Sounds perfect. Let's schedule a visit to the property on March 8th.,"[0.5, 0.8, 0.3, 0.2, 0.4]","[0.7, 0.6, 0.7, 0.7, 0.3]","[0.15460367500782013, 0.2452569603919983, 0.1971433013677597, 0.18663868308067322, 0.21635735034942627]","[0.16227829456329346, 0.23966842889785767, 0.18997780978679657, 0.17883208394050598, 0.22924338281154633]","[0.34539632499217987, 0.5547430396080018, 0.10285669863224028, 0.013361316919326793, 0.18364264965057375]","[0.5377217054367065, 0.3603315711021423, 0.5100221902132034, 0.521167916059494, 0.07075661718845366]"
664,"The reservation is complete. I'm sorry, but the ticket cannot be refunded and the flight has 1 stop.","No problem, thank you. I would also like to find a hip hop event to attend.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","The reservation is complete. I'm sorry, but the ticket cannot be refunded and the flight has 1 stop.","No problem, thank you. I would also like to find a hip hop event to attend.","[0.5, 0.75, 0.25, 0.5, 0.25]","[0.75, 0.25, 0.75, 0.75, 0.25]","[0.1582401841878891, 0.24270351231098175, 0.1800255924463272, 0.19153262674808502, 0.2274981439113617]","[0.16039714217185974, 0.252033531665802, 0.18253545463085175, 0.19371825456619263, 0.21131573617458344]","[0.3417598158121109, 0.5072964876890182, 0.06997440755367279, 0.308467373251915, 0.022501856088638306]","[0.5896028578281403, -0.002033531665802002, 0.5674645453691483, 0.5562817454338074, 0.038684263825416565]"
665,What time?,Evening 5:15.,"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_time': 'Evening 5 : 15'}",What time?,Evening 5:15.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.2, 0.8, 0.1]","[0.16298647224903107, 0.22724604606628418, 0.1892009675502777, 0.1927187591791153, 0.22784775495529175]","[0.15477415919303894, 0.26213398575782776, 0.188707172870636, 0.17793942987918854, 0.21644532680511475]","[-0.16298647224903107, -0.22724604606628418, -0.1892009675502777, -0.1927187591791153, -0.22784775495529175]","[0.34522584080696106, 0.03786601424217223, 0.011292827129364025, 0.6220605701208115, -0.11644532680511474]"
666,"Sure, Please can you confirm me that you wish to book a table at Mcdonald's in Livermore on March 2nd for 2 people at 2 pm, right?","Yup, that would work for me. Do they have live music?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music
Slot values: {'party_size': '2'}","Sure, Please can you confirm me that you wish to book a table at Mcdonald's in Livermore on March 2nd for 2 people at 2 pm, right?","Yup, that would work for me. Do they have live music?","[0.6, 0.8, 0.2, 0.4, 0.4]","[0.6, 0.2, 0.4, 0.6, 0.2]","[0.15480540692806244, 0.2479734867811203, 0.20278790593147278, 0.1870681494474411, 0.20736506581306458]","[0.1666172444820404, 0.2340238392353058, 0.18889150023460388, 0.19241157174110413, 0.21805579960346222]","[0.44519459307193754, 0.5520265132188797, -0.0027879059314727672, 0.21293185055255892, 0.19263493418693545]","[0.4333827555179596, -0.034023839235305775, 0.21110849976539614, 0.40758842825889585, -0.018055799603462208]"
667,,I would like to watch a movie.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Would you like to watch a documentary or an animated film?,I would like to watch a movie.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.4, 0.5, 0.4, 0.6, 0.6]","[0.1658230721950531, 0.2508143484592438, 0.19005383551120758, 0.18319641053676605, 0.21011237800121307]","[0.17475605010986328, 0.23328080773353577, 0.18322724103927612, 0.18692293763160706, 0.2218129187822342]","[0.6341769278049469, 0.4491856515407562, 0.4099461644887924, 0.616803589463234, 0.18988762199878695]","[0.22524394989013674, 0.26671919226646423, 0.2167727589607239, 0.4130770623683929, 0.3781870812177658]"
668,Would you like to reserve that car,"yes, I'd like to rent a vehicle","Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Would you like to reserve that car?,"Yes, I'd like to rent a vehicle.","[0.5, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.7, 0.3]","[0.16550394892692566, 0.24334745109081268, 0.18582139909267426, 0.1926151067018509, 0.21271207928657532]","[0.16480715572834015, 0.24587440490722656, 0.2017969936132431, 0.19206513464450836, 0.1954563707113266]","[0.33449605107307434, 0.5566525489091874, 0.21417860090732577, 0.4073848932981491, -0.012712079286575306]","[0.43519284427165983, 0.15412559509277346, 0.3982030063867569, 0.5079348653554916, 0.10454362928867339]"
669,Their phone is +61 2 9680 3800.,"That's good, I want to book it.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}",Their phone is +61 2 9680 3800.,"That's good, I want to book it.","[0.5, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.4, 0.6, 0.8, 0.2]","[0.16027942299842834, 0.23168006539344788, 0.195229634642601, 0.19472754001617432, 0.21808333694934845]","[0.16133777797222137, 0.23589445650577545, 0.1945958137512207, 0.1857239007949829, 0.22244805097579956]","[0.33972057700157166, 0.5683199346065522, 0.004770365357398998, 0.2052724599838257, 0.38191666305065153]","[0.4386622220277786, 0.16410554349422457, 0.4054041862487793, 0.6142760992050171, -0.02244805097579955]"
670,You have 2 attractions that might be to your taste. What do you think of Sacramento Zoo which is a Nature Preserve?,That is excellent. Book me a cab to the place.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {'destination': '[CLS]'}",You have 2 attractions that might be to your taste. What do you think of Sacramento Zoo which is a Nature Preserve?,That is excellent. Book me a cab to the place.,"[0.75, 0.6, 0.4, 0.8, 0.2]","[0.5, 0.4, 0.6, 0.7, 0.3]","[0.1588110327720642, 0.2488604485988617, 0.1869417428970337, 0.1847195029258728, 0.22066715359687805]","[0.1634080559015274, 0.23588353395462036, 0.19103789329528809, 0.18725621700286865, 0.2224142849445343]","[0.5911889672279358, 0.3511395514011383, 0.21305825710296633, 0.6152804970741272, -0.02066715359687804]","[0.3365919440984726, 0.16411646604537966, 0.4089621067047119, 0.5127437829971313, 0.07758571505546569]"
671,What kind of events do you like? You can say Music or Sports or anything else.,I am looking for music events.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",What kind of events do you like? You can say Music or Sports or anything else.,I am looking for music events.,"[0.6, 0.4, 0.4, 0.6, 0.3]","[0.8, 0.2, 0.6, 0.6, 0.2]","[0.1651688665151596, 0.2399781495332718, 0.18826432526111603, 0.18412214517593384, 0.22246651351451874]","[0.16052979230880737, 0.24087145924568176, 0.19215695559978485, 0.18776704370975494, 0.21867477893829346]","[0.43483113348484037, 0.16002185046672823, 0.211735674738884, 0.41587785482406614, 0.07753348648548125]","[0.6394702076911927, -0.04087145924568175, 0.4078430444002151, 0.41223295629024503, -0.018674778938293446]"
672,There's the Aloft Philadelphia Airport. It has just 2 stars too.,Sounds good. I'll want to but the tickets to the event you found me?,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Aloft Philadelphia Airport'}",There's the Aloft Philadelphia Airport. It has just 2 stars too.,Sounds good. I'll want to buy the tickets to the event you found me?,"[0.4, 0.6, 0.2, 0.5, 0.3]","[0.6, 0.4, 0.5, 0.6, 0.2]","[0.16003857553005219, 0.23088496923446655, 0.18949370086193085, 0.18005843460559845, 0.23952439427375793]","[0.1589665710926056, 0.24379755556583405, 0.18303047120571136, 0.19038192927837372, 0.2238234579563141]","[0.23996142446994784, 0.3691150307655334, 0.010506299138069164, 0.31994156539440155, 0.060475605726242054]","[0.4410334289073944, 0.15620244443416598, 0.31696952879428864, 0.40961807072162626, -0.023823457956314076]"
673,I sure can! What city do you want to eat in and what time? Or did you already have a restaurant in mind?,Brixx Pizzeria in Petaluma is the place. It's a group of four people at 11 am.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '4', 'city': 'Petaluma', 'restaurant_name': 'Brixx Pizzeria', 'time': '11 am'}",I sure can! What city do you want to eat in and what time? Or did you already have a restaurant in mind?,Brixx Pizzeria in Petaluma is the place. It's a group of four people at 11 am.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.6, 0.8, 0.4]","[0.15532420575618744, 0.24497097730636597, 0.19292543828487396, 0.18838918209075928, 0.21839022636413574]","[0.15869861841201782, 0.23142409324645996, 0.1966264545917511, 0.18329082429409027, 0.2299599051475525]","[0.44467579424381254, 0.5550290226936341, 0.20707456171512606, 0.4116108179092407, -0.01839022636413573]","[0.2413013815879822, -0.03142409324645995, 0.4033735454082489, 0.6167091757059098, 0.17004009485244753]"
674,"Alright, your cab is booked an on the way!",Thanks a lot! That's all I need for now.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}","Alright, your cab is booked an on the way!",Thanks a lot! That's all I need for now.,"[0.4, 0.8, 0.6, 0.7, 0.2]","[0.6, 0.2, 0.4, 0.3, 0.8]","[0.16514912247657776, 0.23437625169754028, 0.19596987962722778, 0.19080552458763123, 0.21369929611682892]","[0.16418716311454773, 0.24195757508277893, 0.19327254593372345, 0.17790888249874115, 0.22267386317253113]","[0.23485087752342226, 0.5656237483024598, 0.4040301203727722, 0.5091944754123687, -0.013699296116828907]","[0.43581283688545225, -0.04195757508277892, 0.20672745406627657, 0.12209111750125884, 0.5773261368274689]"
675,I found an Alaska Airlines flight with 0 stops leaving at 1:35 pm for $168.,What is the arrival time? Which airport does the flight depart from?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",I found an Alaska Airlines flight with 0 stops leaving at 1:35 pm for $168.,What is the arrival time? Which airport does the flight depart from?,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.7, 0.3, 0.6, 0.4]","[0.15137910842895508, 0.24895858764648438, 0.18646791577339172, 0.18302783370018005, 0.23016656935214996]","[0.17182181775569916, 0.23702463507652283, 0.18660403788089752, 0.17632503807544708, 0.2282244712114334]","[0.3486208915710449, 0.3510414123535156, 0.2135320842266083, 0.5169721662998199, 0.06983343064785003]","[0.4281781822443008, 0.46297536492347713, 0.11339596211910247, 0.4236749619245529, 0.1717755287885666]"
676,Do you prefer American or Chinese food?,I want some Persian food,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Persian'}",Do you prefer American or Chinese food?,I want some Persian food,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.4, 0.3, 0.8, 0.5]","[0.16397704184055328, 0.2452334612607956, 0.19377854466438293, 0.1899954378604889, 0.20701543986797333]","[0.16973306238651276, 0.22004203498363495, 0.191393181681633, 0.17221377789974213, 0.24661795794963837]","[0.6360229581594468, 0.45476653873920436, 0.40622145533561704, 0.3100045621395111, 0.1929845601320267]","[0.5302669376134872, 0.17995796501636507, 0.108606818318367, 0.6277862221002579, 0.25338204205036163]"
677,,Can you find me a flight?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Can you find me a flight?,"Sure, I can help you with that. Where are you looking to fly to?","[0.6, 0.4, 0.3, 0.5, 0.2]","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.1597173810005188, 0.24393653869628906, 0.18468262255191803, 0.1881299614906311, 0.22353343665599823]","[0.16495884954929352, 0.251614511013031, 0.1835053712129593, 0.18072764575481415, 0.21919359266757965]","[0.4402826189994812, 0.15606346130371096, 0.11531737744808196, 0.3118700385093689, -0.02353343665599822]","[0.6350411504507065, 0.34838548898696897, 0.5164946287870407, 0.6192723542451859, 0.18080640733242037]"
678,,I need to find flights for the 6th of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'return_date': '6th of this month'}",Certainly! Let me assist you with finding flights for the 6th of this month.,I need to find flights for the 6th of this month.,"[0.8, 0.9, 0.7, 0.6, 0.4]","[0.6, 0.7, 0.4, 0.5, 0.6]","[0.16199958324432373, 0.2501387298107147, 0.1809028834104538, 0.1850488930940628, 0.22190985083580017]","[0.1649705469608307, 0.23833709955215454, 0.1815851479768753, 0.18739455938339233, 0.22771258652210236]","[0.6380004167556763, 0.6498612701892853, 0.5190971165895462, 0.4149511069059372, 0.17809014916419985]","[0.4350294530391693, 0.4616629004478454, 0.21841485202312472, 0.31260544061660767, 0.3722874134778976]"
679,How else may I help you?,"No, I'm good.","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}",How else may I assist you?,"No, I think I've got everything under control for now.","[0.8, 0.7, 0.2, 0.6, 0.3]","[0.6, 0.4, 0.4, 0.7, 0.2]","[0.16834254562854767, 0.2489210069179535, 0.18155252933502197, 0.1802581250667572, 0.22092585265636444]","[0.16048631072044373, 0.23791587352752686, 0.2033255696296692, 0.18432599306106567, 0.21394634246826172]","[0.6316574543714524, 0.45107899308204646, 0.01844747066497804, 0.4197418749332428, 0.07907414734363555]","[0.43951368927955625, 0.16208412647247317, 0.19667443037033083, 0.5156740069389343, -0.013946342468261708]"
